StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
41,0,199203,2.24,58.9,5.25,5.25,0.86,5.25,69,191,0.66,2.09,2.26,2.04,2.68,2.58,2.14,46.1,71.7
41,0,199204,2.31,64.5,4.93,4.93,0.66,4.93,97,65,0.21,0.49,1.38,2.37,2.37,2.66,2.02,52.3,76.8
41,0,199205,5.09,69.6,5.55,5.55,3.38,5.55,201,13,1.27,0.98,1.04,2.66,2.43,2.71,2.17,58.9,80.4
41,0,199206,4.31,77.9,6.13,6.13,3.45,6.13,428,0,1.08,1.5,1.26,1.96,2.25,2.55,2.53,66.5,89.3
41,0,199207,2.42,81.4,6.64,6.64,3.43,6.64,536,0,0.12,0.81,1.34,1.65,2.25,2.24,2.3,70.2,92.6
41,0,199208,1.98,78.2,6.28,6.28,0.95,6.28,441,0,-0.12,-0.15,0.54,1.03,2.37,2.11,2.28,66.3,90
41,0,199209,1.86,76,5.13,5.13,-1.48,4.54,378,1,-0.75,-0.71,-0.61,0.55,1.44,1.69,2.31,63.7,88.4
41,0,199210,0.93,67.4,3.93,3.93,-2.02,2.55,168,38,-1.17,-1.35,-1.21,0.06,0.72,1.49,2.16,53,81.8
41,0,199211,3.08,51.8,4.26,4.26,2.19,3.64,15,331,1.1,-0.06,-0.52,-0.1,0.48,1.8,2.38,39.9,63.8
41,0,199212,2.25,48.7,4.15,4.15,1.01,3.83,13,415,0.65,1.05,0.13,-0.37,0.45,1.22,2.14,37.8,59.5
41,0,199301,2.16,45.5,4.17,4.17,1.32,4.17,12,530,0.81,0.87,1.19,-0.16,0.59,1.08,2,35,55.9
41,0,199302,1.91,49.3,4.09,4.09,1.04,4.09,14,379,0.49,0.79,0.86,0.04,0.28,0.7,2.06,37.6,60.9
41,0,199303,2.42,56,4.19,4.19,1.58,4.19,42,260,0.84,0.82,0.93,0.53,0.11,0.72,2.27,43.4,68.5
41,0,199304,2.39,63,4.09,4.09,0.98,4.09,68,100,0.28,0.62,0.67,1.08,0.15,0.77,2.25,49.4,76.5
41,0,199305,3.46,70.6,4.02,4.02,1.07,4.02,207,11,0.24,0.24,0.53,0.79,0.24,0.43,2.13,58.2,82.9
41,0,199306,4.34,79,4.72,4.72,3.32,4.72,439,0,1.09,0.84,0.74,0.99,0.74,0.44,2.16,68.3,89.7
41,0,199307,1.28,83.1,4.51,4.51,0.85,4.51,585,0,-1.09,0.24,0.25,0.53,0.9,0.23,1.93,72,94.3
41,0,199308,1.61,82.9,-0.46,3.59,-1.37,3.01,598,0,-0.53,-1.2,-0.16,0.25,0.53,0.14,1.75,70.5,95.3
41,0,199309,2.09,75,-0.82,2.81,-1.23,1.73,372,2,-0.55,-0.8,-1.19,-0.26,0.22,0.17,1.54,62,87.9
41,0,199310,3.01,64.4,-0.46,2.79,0.81,1.98,121,75,0.45,-0.07,-0.37,-0.16,0.16,0.57,1.63,51.4,77.3
41,0,199311,1.25,51,-0.52,2.4,-0.33,1.44,12,363,-0.4,0.06,-0.32,-0.39,-0.04,0.25,1.63,38.2,63.8
41,0,199312,1.45,49.2,-0.71,1.91,-0.72,0.68,10,421,-0.14,-0.47,-0.08,-0.93,-0.28,0.1,0.84,37.1,61.3
41,0,199401,1.48,46.7,-0.83,1.52,-0.57,0.13,14,507,0.1,-0.17,-0.44,-0.57,-0.37,-0.06,0.66,34.3,59
41,0,199402,1.51,49.1,-0.89,1.22,-0.44,-0.28,12,392,0.02,0.03,-0.14,-0.38,-0.42,-0.12,0.36,36,62.1
41,0,199403,1.77,58.4,-0.84,1.05,-0.12,-0.41,57,209,0.15,0.04,0.03,-0.1,-0.79,-0.29,0.31,45.4,71.3
41,0,199404,1.96,65,-0.9,0.8,-0.43,-0.7,110,60,-0.1,0.02,-0.04,-0.37,-0.55,-0.39,0.28,51.3,78.7
41,0,199405,4.52,71.5,-0.34,1.18,1.39,0.11,240,9,0.94,0.56,0.52,0.24,-0.07,-0.15,0.22,60.6,82.4
41,0,199406,1.91,82.1,-0.84,-0.84,-1.59,-0.84,508,0,-0.7,0.21,0.05,0.06,-0.1,-0.61,-0.11,69.9,94.4
41,0,199407,2,82.9,-1.19,-1.19,-1.31,-1.19,567,0,-0.28,-0.75,-0.02,-0.07,-0.26,-0.41,-0.16,70.5,95.3
41,0,199408,2.07,81.5,-1.33,-1.33,-0.8,-1.33,524,0,-0.03,-0.37,-0.77,-0.13,-0.19,-0.33,-0.15,69.3,93.6
41,0,199409,2.5,74.4,-1.4,-1.4,-0.61,-1.4,320,3,-0.22,-0.28,-0.47,-0.32,-0.24,-0.28,-0.11,61.7,87.2
41,0,199410,5.04,66.8,0.98,0.98,2.95,0.98,161,45,1.42,0.95,0.73,0.47,0.33,0.11,0.46,55.2,78.4
41,0,199411,1.8,58,0.9,0.9,0.06,0.9,72,182,0.14,1.14,0.82,0.11,0.34,0.22,0.25,46.4,69.5
41,0,199412,2.75,50.6,1.34,1.34,1.58,1.34,16,387,1.06,0.65,1.29,0.71,0.52,0.46,0.3,39.6,61.6
41,0,199501,1.61,48,1.34,1.34,0.43,1.34,17,465,0.24,0.83,0.56,0.85,0.62,0.48,0.25,36.2,59.8
